Sat.Earth.RMAG            Sat.EarthMJ2000Eq.VMAG    Sat.EarthMJ2000Eq.FPA     Sat.Earth.TA              Sat.Earth.MA              Sat.Earth.EA              Sat.EarthMJ2000Eq.VX      Sat.EarthMJ2000Eq.VY      Sat.EarthMJ2000Eq.VZ      Sat.EarthMJ2000Eq.X       Sat.EarthMJ2000Eq.Y       Sat.EarthMJ2000Eq.Z       
42825.90639947687         4.203335617595021         110.8651776859407         316.1415452326926         359.0835588004296         350.1156116794443         -1.957131965394514        3.02587664255864          2.163731805975956         36744.27012362237         14442.58276814566         -16593.03091675204        
40902.26175306993         4.30621587952589          107.2552203191585         323.7596961017519         359.2667255126553         351.9588522963923         -2.223090574107309        2.901129666975967         2.277017820700595         33855.43637032002         18546.54900308268         -13521.4631149189         
39550.88704304989         4.382857825857049         103.9864764857408         330.6422780518536         359.4195774024031         353.5593788717056         -2.453299142404943        2.757913925298142         2.363192082797787         31157.36787604261         21815.65608826812         -10842.88902310862        
38449.42660635692         4.448242469408047         100.4294064710774         338.1193088260887         359.5756361488941         355.24502503083           -2.688554631313718        2.571988929117902         2.437910582769989         28127.66190204781         24959.74354313025         -8012.755115619354        
37622.91531668317         4.499149502308021         96.42883034629754         346.5174480577768         359.7423115329983         357.091276793418          -2.929547699968485        2.329341654577135         2.496850811318075         24590.86731157944         28048.40404652536         -4905.102673081075        
37206.20159012971         4.525446733051903         92.55962649037143         354.6329603257184         359.8981824297561         358.8464114889871         -3.134398625901836        2.065587404131287         2.5275604965122           21020.14541331282         30637.68619632826         -1946.049358025429        
37144.60774683            4.529370599975789         88.83126692400366         2.450537767623691         0.04643755733680408       0.526426349966698         -3.301788240369761        1.789292542704405         2.532158100179253         17415.05149481368         32797.09038236884         888.1039069728091         
37402.94015945554         4.512977392503239         85.20028791425895         10.06496170043964         0.1916152070783552        2.167166308786292         -3.433570181334359        1.504164018977104         2.512976593426911         13720.51204501474         34602.98240565134         3655.282537451944         
37971.26096513349         4.477494576996158         81.63341256546559         17.54917344799987         0.3374952309506632        3.797734805828968         -3.530760982261042        1.213424819064276         2.471696741441368         9881.817577364211         36099.53408000848         6402.341747850758         
38861.62798629909         4.423453429423811         78.097500661092           24.97580408210803         0.4879057447370531        5.447026614911443         -3.593868678369592        0.9195576508052872        2.409452612474615         5832.807289616688         37309.67337552414         9175.661364686732         
40118.5585190241          4.350199268558198         74.53728967864114         32.46446094288252         0.6481527301210485        7.156454449370123         -3.622801913229853        0.622843937571158         2.32628575267383          1463.293758495494         38240.64047251701         12042.04821749205         
41679.44212242312         4.263808806363009         71.1746560985703          39.55127799543317         0.8108264653886605        8.831899446770329         -3.617639989525447        0.346255012261487         2.229989665870422         -2986.402137793734        38832.97570486004         14841.0678798242          
43736.83253778227         4.156961535149267         67.69348870652422         46.90626766236404         0.9948800558230948        10.64738737383461         -3.578901944882138        0.06813172302751486       2.113562902292406         -7990.26308584966         39116.48367595063         17859.64504367335         
46016.65131095507         4.046886675321971         64.5884009562122          53.48662446720701         1.176736630492045         12.35431343160398         -3.515933185392051        -0.1692893385803818       1.996708971933677         -12863.41431777257        39042.84381225478         20681.41960831568         
48582.60950859843         3.932211961606991         61.70179513011789         59.62491127537672         1.365203184481121         14.03257504692314         -3.433837493709747        -0.3781718188941197       1.878306964580756         -17809.67623356937        38649.04839010981         23437.9273328369          
51437.98020539591         3.814629965201481         59.00908208787742         65.37304450728776         1.562511248555034         15.69426127727526         -3.337366559982849        -0.5605780280145309       1.760437016830946         -22854.26135424363        37945.5088542284          26147.40720140912         
54602.0211021962          3.69503954015022          56.48184324678824         70.79138145111399         1.771567605586719         17.35488954916967         -3.229966124931078        -0.7191408035412243       1.644223993181388         -28037.6879673439         36931.23055945281         28833.192179415           
58111.54378391022         3.573733170951398         54.09114287544712         75.94199092395904         1.996099378010518         19.03280553610722         -3.113948685777959        -0.856510480954543        1.530124882326628         -33414.87032433822        35591.3001928948          31522.33038238483         
62008.5324493137          3.451002513786716         51.81728666210476         80.86777588442887         2.239979035577252         20.74290549129945         -2.991176483457594        -0.9746610152443643       1.418561771772846         -39035.01938131494        33900.96106125943         34235.21867231067         
66341.41526934115         3.327123165293653         49.64621835395442         85.60006515133273         2.507482058721129         22.49836032204934         -2.863198054827513        -1.075168513704349        1.309907677282788         -44945.82359502539        31826.41683057987         36988.31589881068         
71166.0725195057          3.202356686065111         47.56770344553852         90.16245406790473         2.803490567710464         24.31150012786226         -2.731335553965741        -1.159352683488073        1.204489847079495         -51195.61932515918        29324.80791295527         39795.40275751973         
76542.45974471145         3.077052931449312         45.57579636592914         94.56967102113494         3.133423545228158         26.19285759853693         -2.596847387747341        -1.228312284067576        1.102672807545061         -57829.43234049925        26346.20244210321         42665.94093449842         
82335.43865590464         2.955581687652943         43.72640789334555         98.69820725194211         3.491024514454709         28.08857373697136         -2.465238523396053        -1.281523634784337        1.007848852081804         -64660.0722016231         22953.66465478364         45511.85340608378         
88070.09417959736         2.846928128216588         42.13424009107358         102.2862517588056         3.848625483682081         29.85590699974437         -2.346982119778339        -1.318599818224606        0.9262662770767469        -71153.74134978889        19440.43728283948         48120.22421999378         
93732.55475312113         2.749212179588629         40.74899875847982         105.4379852692411         4.206226452909672         31.51234834490575         -2.240516621044954        -1.344010024385257        0.8555056595790014        -77344.38485843498        15843.68542516099         50523.41619057133         
99315.05444018602         2.660845395055993         39.53242971231042         108.2328596698179         4.563827422137376         33.07223185405645         -2.144351301673648        -1.360877100128893        0.7936430115272191        -83261.79639820101        12190.44522183474         52747.95109096733         
104813.7103100919         2.580502374553111         38.45505338166276         110.7322626110458         4.921428391365081         34.54738521630566         -2.057150590795603        -1.371414956505071        0.7391515196072735        -88931.9447263504         8500.627072598672         54815.7132173779          
110227.1189908342         2.507081345725726         37.49385233217517         112.9842483402699         5.279029360592784         35.94764465844051         -1.977752954792595        -1.377215985844434        0.6908156427221536        -94377.42735971729        4789.05488559741          56744.90214357179         
115555.4589029326         2.439665642020449         36.63062629526901         115.0269102289072         5.636630329820493         37.28125667104257         -1.905162375935946        -1.379441485750925        0.6476619130089656        -99617.93261656948        1066.869765520095         58550.77601852418         
120799.909044584          2.377490043347366         35.85081146106866         116.8908063671269         5.994231299048183         38.55519025997916         -1.838529892634858        -1.378949360020281        0.6089050850531454        -104670.6626872408        -2657.489677874447        60246.2293127595          
125962.268857558          2.319912761613922         35.14262355913952         118.6007233768076         6.351832268275892         39.77538011842772         -1.777132996239896        -1.376380942252534        0.5739068190730715        -109550.7028644291        -6377.592753959341        61842.24274974145         
131044.7076533783         2.266392651848109         34.49642848722364         120.1769742588335         6.709433237503614         40.94691693290798         -1.720356153834584        -1.372220871481749        0.5421441101630208        -114271.3362307425        -10088.51768043465        63348.23542145061         
136049.5986270944         2.216470864675442         33.9042744703948          121.6363648728098         7.067034206731323         42.07419728205661         -1.667673634198549        -1.366838967221782        0.513185133687831         -118844.3087391463        -13786.48833464452        64772.34214004214         
140979.4087548861         2.169756127381249         33.35954017216006         122.9929221465476         7.424635175959007         43.1610425629298          -1.618634874885566        -1.360519914321537        0.4866706862419187        -123280.0513595565        -17468.60656386683        66121.63348238754         
145836.6259934039         2.125912932903655         32.85666700258093         124.2584489872871         7.78223614518669          44.21079405529459         -1.572852233883575        -1.353484578660017        0.4622998420765325        -127587.8659935057        -21132.65265291438        67402.2916836993          
150623.7115911226         2.084652038496971         32.3909532681827          125.4429517074281         8.1398371144144           45.22638948536759         -1.529990828863318        -1.345905499922943        0.4398187927782133        -131776.0812092067        -24776.9350177075         68619.75230032924         
155343.0694179414         2.045722793096713         31.95839425271824         126.5549726206339         8.49743808364209          46.21042514590982         -1.489760141224035        -1.337918280913596        0.4190121017497783        -135852.1829963202        -28400.17587308009        69778.81914807518         
159997.0268799775         2.008906912907741         31.55555677894914         127.6018513422913         8.855039052869767         47.16520665856967         -1.451907084486783        -1.329630049751366        0.3996958012586306        -139822.9248920117        -32001.42348202795        70883.7582256966          
164587.8237371525         1.97401340651527          31.17947992198568         128.5899319386878         9.212640022097437         48.09279074034078         -1.416210275803444        -1.321125809943318        0.3817119045986997        -143694.4210698793        -35579.98424941876        71938.37499370772         
169117.606306772          1.94087441565012          30.82759575053958         129.5247285462013         9.570240991325146         48.99501979398532         -1.382475291270106        -1.312473249797534        0.3649240125269006        -147472.2253348897        -39135.3697736773         72946.07837564255         
173588.4253208486         1.909341788447352         30.49766554823439         130.411058846364          9.927841960552907         49.8735507343478          -1.350530724421847        -1.303726416513235        0.3492137717637853        -151161.3984286013        -42667.25527461732        73909.9340942211          
178002.2362382383         1.879284241444277         30.18772810448965         131.253152444423          10.28544292978055         50.72987915361275         -1.320224900703543        -1.294928545589534        0.3344780015494046        -154766.5656076555        -46175.44674577274        74832.70938335171         
182360.901178438          1.850584997120201         29.89605749365853         132.0547394923179         10.64304389900826         51.56535969317468         -1.291423128590599        -1.286114256110671        0.3206263475395261        -158291.9660999018        -49659.85484984491        75716.91068137884         
186666.1918967555         1.823139807483052         29.62112837140761         132.819123639261          11.00064486823596         52.38122330920621         -1.264005390845477        -1.277311265939147        0.307579354716548         -161741.4957522079        -53120.47406372433        76564.81557686937         
190919.7933965815         1.796855292632139         29.36158727071022         133.5492424576824         11.35824583746362         53.17859197956221         -1.237864397858427        -1.268541740536889        0.2952668753693281        -165118.743949233         -56557.36593799591        77378.50002020347         
195123.3078977334         1.771647537591759         29.11622871960475         134.2477177904656         11.71584680669129         53.95849129124415         -1.212903939875671        -1.259823360104849        0.2836267466638943        -168427.0256924876        -59970.64560158222        78159.86161365191         
199278.2589665501         1.747440901953944         28.88397525966677         134.9168979343741         12.07344777591905         54.72186126283258         -1.189037486838319        -1.251170168631199        0.2726036864061136        -171669.4095750601        -63360.47084086732        78910.63963568702         
203386.0956746445         1.72416700570584          28.66386063978385         135.5588931695698         12.43104874514678         55.46956568951672         -1.166186994114448        -1.242593252966194        0.2621483663993342        -174848.7422623179        -66727.03323238716        79632.43233171431         
207448.1966965485         1.701763861594229         28.45501561001419         136.1756058338713         12.78864971437454         56.20240024545274         -1.144281880078711        -1.234101288601605        0.2522166311397588        -177967.6699869909        -70070.55092188157        80326.71190553837         
211465.8742871834         1.6801751299135           28.25665585645194         136.7687558994548         13.14625068360209         56.92109953603141         -1.123258147661768        -1.225700980306439        0.2427688360707255        -181028.657483748         -73391.26272946727        80994.83756789072         
215440.3781018169         1.659349476012913         28.06807170846347         137.3399028218852         13.50385165282989         57.62634325886703         -1.103057626962323        -1.217397419368424        0.2337692846797494        -184034.0047200593        -76689.42332765087        81638.06693585646         
219372.8988365006         1.639240014349102         27.88861932054498         137.8904642839942         13.86145262205755         58.31876160509855         -1.08362732003139         -1.209194374348866        0.2251857477015007        -186985.8617238994        -79965.29929078855        82257.56602668788         
223264.5716777447         1.619803825748837         27.71771308697432         138.4217323407602         14.21905359128527         58.99894001056761         -1.064918832194608        -1.201094528571935        0.2169890508352863        -189886.241762392         -83219.16585504879        82854.41804871398         
227116.4795576715         1.601001536840697         27.55481909180063         138.9348873789081         14.57665456051297         59.66742334848318         -1.046887876926629        -1.193099674744275        0.2091527198853386        -192737.0330869806        -86451.30425965111        83429.631158861           
230929.6562160241         1.582796952475559         27.39944943213373         139.4310102311056         14.93425552974062         60.32471964051932         -1.029493843452812        -1.18521087492263         0.2016526742292502        -195540.0094286637        -89661.99956515621        83984.14532914605         
234705.0890738486         1.565156733472709         27.2511572811171          139.9110927253056         15.29185649896836         60.97130335122705         -1.012699418023158        -1.177428592357921        0.1944669611233831        -198296.8394000755        -92851.53886439432        84518.83844219429         
238443.7219259048         1.548050113269883         27.1095325798964          140.3760469018866         15.64945746819607         61.60761832068837         -0.9964702512576926       -1.169752800426829        0.1875755246478566        -201009.0949387669        -96020.20981739498        85034.53171741143         
242146.4574602316         1.531448648075734         26.9741982664873          140.8267130923659         16.00705843742373         62.23408038209101         -0.980774665161657        -1.162183072829226        0.1809600041424907        -203678.2589071953        -99168.29945429991        85531.99455417592         
245814.1596140485         1.515325995965014         26.84480696459028         141.2638670217588         16.36465940665149         62.85107970403011         -0.9655833944010723       -1.154718658416063        0.1746035578391012        -206305.7319490252        -102296.0932003818        86011.94886570501         
249447.6557754983         1.499657721053872         26.7210380677963          141.6882260706889         16.72226037587913         63.4589828916037          -0.9508693572529836       -1.147358543368104        0.1684907080939842        -208892.8386878823        -105403.8740854726        86475.07296662849         
253047.7388407633         1.484421119472262         26.60259516481641         142.1004548119861         17.07986134510677         64.05813487555635         -0.9366074523308409       -1.140101502933531        0.1626072051980475        -211440.8333432792        -108491.9221067313        86922.00506839296         
256615.1691359001         1.469595064334            26.48920375978035         142.5011699188529         17.43746231433466         64.64886061466467         -0.9227743777589056       -1.132946144523142        0.1569399072150344        -213950.9048286965        -111560.5137190717        87353.34642911798         
260150.6762124257         1.455159867309834         26.38060924862048         142.8909445270331         17.79506328356216         65.23146663313686         -0.9093484699502966       -1.125890943633571        0.1514766736898306        -216424.181388491         -114609.921431966         87769.66419818666         
263654.9605252809         1.441097154749044         26.27657511836037         143.2703121212165         18.15266425278987         65.80624241189757         -0.8963095595475742       -1.118934273804515        0.1462062713941752        -218861.7348231836        -117640.4134949418        88171.49399047873         
267128.6950013454         1.427389756581688         26.17688134097155         143.6397700057146         18.51026522201758         66.37346165014512         -0.8836388424257862       -1.11207443160224         0.1411182905483927        -221264.5843465578        -120652.2536570465        88559.34222058418         
270572.526506198          1.414021606476027         26.08132293752459         143.9997824108883         18.86786619124529         66.93338341147873         -0.8713187639464103       -1.105309657448166        0.1362030701847876        -223633.7001127351        -123645.7009879908        88933.68822343378         
273987.0772163346         1.400977651931184         25.989708691777           144.350783279602          19.22546716047296         67.48625316707491         -0.8593329148954186       -1.098638152970116        0.1314516315089626        -225970.0064468359        -126621.009750697         89294.9861844465          
277372.945903571          1.388243773159954         25.90185999522327         144.6931787718974         19.58306812970066         68.03230374684992         -0.847665937746969        -1.092058095438507        0.1268556182758877        -228274.3848088987        -129578.4293166449        89643.66689942722         
280730.7091379006         1.375806709765826         25.81760980807421         145.0273495209219         19.94066909892835         68.57175620821121         -0.8363034420719218       -1.085567649755133        0.1224072433332298        -230547.6765173028        -132518.2041167953        89980.13938198265         
284060.9224146204         1.363653994345893         25.73680172270546         145.3536526687657         20.29827006815604         69.10482063085031         -0.82523192806238         -1.079164978384578        0.1180992405994545        -232790.6852549681        -135440.5736220261        90304.79233409431         
287364.1212111276         1.351773892260737         25.65928911788183         145.672423707123          20.65587103738374         69.63169684503345         -0.8144387172738152       -1.072848249554149        0.1139248218419641        -235004.1793790028        -138345.7723479787        90617.9954936455          
290640.82197838           1.340155346906523         25.5849343935717          145.9839781445015         21.01347200661151         70.15257509998301         -0.8039118897984212       -1.066615643995292        0.1098776377038721        -237188.8940522032        -141234.0298800188        90920.10087110019         
293891.5230716465         1.328787929905674         25.51360827745919         146.2886130189616         21.37107297583918         70.6676366781906          -0.793640227179936        -1.060465360455569        0.1059517424992461        -239345.5332128169        -144105.5709146927        91211.4438861427          
297116.7056248238         1.317661795702614         25.44518919537166         146.5866082730147         21.72867394506692         71.17705446085014         -0.7836131604636267       -1.054395620173742        0.1021415623577048        -241474.771397237         -146960.6153146256        91492.34441387413         
300316.8343722718         1.306767640111848         25.37956269879538         146.8782280052789         22.0862749142946          71.68099344902204         -0.7738207228473907       -1.048404670480164        0.09844186635171291       -243577.2554287557        -149799.3781742894        91763.10774910287         
303492.35842182           1.2960966624184           25.31662094348            147.1637216117377         22.44387588352227         72.17961124464432         -0.7642535064626403       -1.042490787659288        0.09484774028511096       -245653.6059841503        -152622.0698944663        92024.02549633945         
306643.7119823198         1.285640530676514         25.25626221384293         147.4433248279277         22.80147685275003         72.67305849506205         -0.7549026228681799       -1.03665227918985         0.09135456286043468       -247704.419048678         -155428.896263577         92275.3763922911          
309771.3150488634         1.275391349892622         25.19839048850897         147.7172606820619         23.15907782197771         73.16147930436058         -0.7457596668878167       -1.030887485460519        0.08795798397635429       -249730.2672689973        -158220.0585443308        92517.42706693632         
312875.5740485493         1.265341632813521         25.14291504285591         147.9857403679492         23.51667879120542         73.64501161444997         -0.7368166834639689       -1.025194781043804        0.08465390493586003       -251731.7012125909        -160995.7535643915        92750.43274862829         
315956.8824494618         1.255484273071395         25.08975008490821         148.2489640455673         23.87427976043315         74.12378755854138         -0.7280661372358591       -1.019572575598431        0.08143846037129099       -253709.2505414346        -163756.1738099702        92974.63791811928         
319015.6213353256         1.245812520464207         25.03881442133044         148.5071215762743         24.23188072966082         74.59793378939531         -0.7195008845827462       -1.014019314459793        0.07830800171449485       -255663.4251069088        -166501.5075214182        93190.27691590483         
322052.1599481184         1.236319958173604         24.99003115063111         148.7603931988752         24.58948169888855         75.06757178448245         -0.7111141479006234       -1.008533478969078        0.07525908205977995       -257594.7159722922        -169231.9387900521        93397.57450684997         
325066.8562007481         1.227000481743365         24.94332738100191         149.0089501520894         24.94708266811614         75.53281812998756         -0.7028994919054486       -1.003113586584104        0.07228844228426859       -259503.5963685824        -171947.6476555644        93596.74640567139         
328060.0571617489         1.217848279659749         24.89863397049443         149.2529552483737         25.30468363734386         75.9937847854046          -0.6948508017776823       -0.9977581908084484       0.06939299830511605       -261390.5225888593        -174648.8102034795        93787.99976650527         
331032.0995138058         1.208857815391399         24.85588528747926         149.4925634035325         25.66228460657163         76.45057933029808         -0.6869622629820924       -0.9924658809699992       0.06656982936610496       -263255.9348259369        -177335.5986622088        93971.53363948179         
333983.3099877834         1.200023810760819         24.81501898954748         149.7279221260901         26.0198855757993          76.90330519466518         -0.679228342613753        -0.9872352818754215       0.06381616725760189       -265100.2579576206        -180008.1814993357        94147.53939695405         
336914.005773814          1.191341230532222         24.77597581920349         149.9591719699922         26.37748654502705         77.35206187419509         -0.6716437721361984       -0.9820650533630676       0.06112938638397971       -266923.9022835057        -182666.7235168248        94316.20113178318         
339824.4949108885         1.182805268111896         24.73869941486687         150.1864469538429         26.7350875142547          77.7969451316043          -0.6642035313910525       -0.9769538897735164       0.05850699460154062       -268727.2642169125        -185311.3859449094        94477.69602986213         
342715.0766562872         1.174411332267324         24.70313613584882         150.4098749495662         27.09268848348232         78.23804718512307         -0.6569028337703063       -0.9719005193540406       0.0559466247578742        -270510.7269352392        -187942.3265344569        94632.19471886336         
345586.0418360971         1.166155034780292         24.66923490010162         150.6295780430953         27.45028945271011         78.67545688510849         -0.6497371124529984       -0.9669037036108683       0.05344602687058365       -272274.6609917384        -190559.6996476526        94779.86159501932         
348437.6731779698         1.158032178957259         24.63694703365635         150.8456728694405         27.80789042193777         79.10925987967615         -0.642702007617464        -0.9619622366210002       0.05100306088952272       -274019.4248914687        -193163.6563468779        94920.85512958505         
351270.2456271959         1.150038748927435         24.60622613076935         151.058270924264          28.1654913911654          79.53953877016646         -0.6357933545487452       -0.9570749443135661       0.0486156899922047        -275745.3656339445        -195754.3444816869        95055.32815648941         
354084.0266470976         1.14217089966547          24.57702792389143         151.2674788538837         28.52309236039321         79.9663732571869          -0.629007172568268        -0.9522406837291708       0.04628197436695745       -277452.8192248022        -198331.9087738113        95183.42814255207         
356879.276504669          1.13442494768137          24.54931016265575         151.4733987254541         28.88069332962083         80.3898402779129          -0.6223396547196463       -0.9474583422643673       0.04400006544277697       -279142.111158611         -200896.4909001443        95305.29744152687         
359656.2485423344         1.126797362325495         24.52303250115784         151.6761282789067         29.23829429884867         80.81001413527363         -0.6157871581505068       -0.9427268369072805       0.04176820052874156       -280813.5568747881        -203448.2295736711        95421.07353312656         
362415.1894366319         1.119284757661091         24.49815639286481         151.8757611620904         29.59589526807632         81.22696661959056         -0.6093461951356636       -0.938045113469441        0.0395846978293432        -282467.4621884223        -205987.2606223293        95530.88924808869         
365156.3394445791         1.111883884861041         24.47464499255349         152.0723871504232         29.9534962373039          81.64076712320063         -0.6030134246918512       -0.9334121458180625       0.03744795180522154       -284104.1236976693        -208513.7170657951        95634.87298025576         
367879.9326384241         1.104591625089261         24.45246306472984         152.2660923522458         30.31109720653165         82.05148274854277         -0.5967856447386151       -0.9288269351123019       0.03535642885159076       -285723.8291692543        -211027.7291902018        95733.14888656413         
370586.1971294399         1.09740498283059          24.43157689803082         152.4569594009703         30.6686981757594          82.45917841015444         -0.5906597847639279       -0.9242885090464223       0.03330866326916672       -287326.857903499         -213529.4246208039        95825.83707576495         
373275.3552813787         1.090321079636107         24.41195422515315         152.6450676350137         31.02629914498716         82.86391693098901         -0.5846328989566678       -0.9197959211022801       0.03130325350466543       -288913.4810801836        -216018.9283926106        95913.05378663553         
375947.6239141594         1.083337148253578         24.39356414789455         152.830493266428          31.38390011421468         83.26575913343017         -0.5787021597713294       -0.9153482498130953       0.02933885863997933       -290483.9620864591        -218496.3630190158        95994.91155638013         
378603.2144983272         1.076450527115258         24.37637706692567         153.0133095390567         31.74150108344246         83.66476392535417         -0.5728648518932595       -0.9109445980401043       0.02741419511097349       -292038.5568279296        -220961.8485584573        96071.5193798657          
381242.3333407899         1.069658655157581         24.36036461594648         153.19358687698           32.09910205267012         84.06098838155818         -0.5671183665753577       -0.9065840922633569       0.02552803363849882       -293577.5140239506        -223415.5026791412        96142.98286028854         
383865.1817623003         1.062959066949321         24.34549959990715         153.3713930239472         32.45670302189795         84.45448782085855         -0.56146019631958         -0.9022658818876497       0.02367919635571439       -295101.075488106         -225857.4407218729        96209.40435182325         
386471.9562671295         1.056349388106701         24.3317559370019          153.5467931744366         32.81430399112559         84.84531587912851         -0.5558879298787629       -0.8979891385643516       0.02186655411716288       -296609.4763947642        -228287.7757610342        96270.88309476378         
389062.8487053453         1.04982733097565          24.31910860416719         153.7198500969328         33.1719049603532          85.23352457853596         -0.5503992475562665       -0.8937530555296768       0.02008902397626706       -298102.9455325447        -230706.618663752         96327.51534362936         
391638.0464280832         1.043390690562966         24.30753358583745         153.890624249963          33.52950592958088         85.61916439321421         -0.5449919167827304       -0.8895568469597869       0.018345566819024         -299581.705545474         -233114.0781473034        96379.39448867308         
394197.7324361772         1.037037340699561         24.29700782573216         154.0591738913887         33.88710689880865         86.00228431158683         -0.5396637879508824       -0.8853997473429677       0.01663518514268006       -301045.9731625487        -235510.2608348016        96426.61117119961         
